Gene stable ID,Gene name,Gene type
ENSAMXG00000010358,zgc:114119,protein_coding
ENSAMXG00000035456,brinp1,protein_coding
ENSAMXG00000037437,,protein_coding
ENSAMXG00000012815,plekhn1,protein_coding
ENSAMXG00000029448,si:ch211-141o9.10,protein_coding
ENSAMXG00000020375,tmem42b,protein_coding
ENSAMXG00000043183,,protein_coding
ENSAMXG00000038837,cry2,protein_coding
ENSAMXG00000037724,si:ch211-262i1.3,protein_coding
ENSAMXG00000005863,gadd45ga,protein_coding
ENSAMXG00000002628,eif2ak3,protein_coding
ENSAMXG00000043612,mrpl3,protein_coding
ENSAMXG00000040185,lrmp,protein_coding
ENSAMXG00000013436,stk11ip,protein_coding
ENSAMXG00000040130,,protein_coding
ENSAMXG00000020369,OSBPL10,protein_coding
ENSAMXG00000043338,KCNB1,protein_coding
ENSAMXG00000043476,,protein_coding
ENSAMXG00000040941,trpv6,protein_coding
ENSAMXG00000038388,,protein_coding
ENSAMXG00000033824,si:ch211-262i1.4,protein_coding
ENSAMXG00000039705,zgc:114123,protein_coding
ENSAMXG00000034685,,protein_coding
ENSAMXG00000008657,sfswap,protein_coding
ENSAMXG00000010355,ncdn,protein_coding
ENSAMXG00000011074,syt2a,protein_coding
ENSAMXG00000024965,,protein_coding
ENSAMXG00000000593,galk2,protein_coding
ENSAMXG00000005858,,protein_coding
ENSAMXG00000009559,mapk8ip1a,protein_coding
ENSAMXG00000015616,rae1,protein_coding
ENSAMXG00000021204,,protein_coding
ENSAMXG00000008707,tnrc6b,protein_coding
ENSAMXG00000034963,vaspb,protein_coding
ENSAMXG00000007442,nipal4,protein_coding
ENSAMXG00000039370,,protein_coding
ENSAMXG00000037253,,protein_coding
ENSAMXG00000035169,scg3,protein_coding
ENSAMXG00000005852,,protein_coding
ENSAMXG00000030731,,protein_coding
ENSAMXG00000006986,smarcd3b,protein_coding
ENSAMXG00000008376,OTOP1,protein_coding
ENSAMXG00000012829,klhl17,protein_coding
ENSAMXG00000040549,,protein_coding
ENSAMXG00000042677,,protein_coding
ENSAMXG00000013789,trim55b,protein_coding
ENSAMXG00000041344,,protein_coding
ENSAMXG00000018871,ptbp1b,protein_coding
ENSAMXG00000009994,ash1l,protein_coding
ENSAMXG00000037160,orai1a,protein_coding
ENSAMXG00000031534,,protein_coding
ENSAMXG00000033526,snrpd2,protein_coding
ENSAMXG00000013431,igfbp2a,protein_coding
ENSAMXG00000039917,,protein_coding
ENSAMXG00000042924,,protein_coding
ENSAMXG00000035276,tmem107,protein_coding
ENSAMXG00000005838,kdm2ba,protein_coding
ENSAMXG00000025281,,protein_coding
ENSAMXG00000036033,,protein_coding
ENSAMXG00000018596,foxn3,protein_coding
ENSAMXG00000020397,STT3B,protein_coding
ENSAMXG00000032479,,protein_coding
ENSAMXG00000042278,,protein_coding
ENSAMXG00000040991,,protein_coding
ENSAMXG00000012199,atrn,protein_coding
ENSAMXG00000034771,,protein_coding
ENSAMXG00000009548,CSTPP1,protein_coding
ENSAMXG00000019388,si:dkey-26c10.5,protein_coding
ENSAMXG00000043483,,protein_coding
ENSAMXG00000032324,,protein_coding
ENSAMXG00000037424,,protein_coding
ENSAMXG00000007291,lhx1b,protein_coding
ENSAMXG00000041213,,protein_coding
ENSAMXG00000020451,top1,protein_coding
ENSAMXG00000005830,rnf34a,protein_coding
ENSAMXG00000025146,tssk6,protein_coding
ENSAMXG00000036878,,protein_coding
ENSAMXG00000032918,noxo1b,protein_coding
ENSAMXG00000031505,tfap2e,protein_coding
ENSAMXG00000026292,ASIC2,protein_coding
ENSAMXG00000036727,lyar,protein_coding
ENSAMXG00000015601,,protein_coding
ENSAMXG00000025932,cldnj,protein_coding
ENSAMXG00000030198,polr2i,protein_coding
ENSAMXG00000031818,zgc:92606,protein_coding
ENSAMXG00000008958,cacna1sa,protein_coding
ENSAMXG00000015905,grinab,protein_coding
ENSAMXG00000040526,,protein_coding
ENSAMXG00000008085,atpaf2,protein_coding
ENSAMXG00000025147,ptpn23b,protein_coding
ENSAMXG00000025933,,protein_coding
ENSAMXG00000010826,nrl,protein_coding
ENSAMXG00000021588,si:dkey-283j8.1,protein_coding
ENSAMXG00000033706,,protein_coding
ENSAMXG00000030596,mrm1,protein_coding
ENSAMXG00000030853,tom1l2,protein_coding
ENSAMXG00000011849,casc1,protein_coding
ENSAMXG00000037384,dnajc5b,protein_coding
ENSAMXG00000012865,noc2l,protein_coding
ENSAMXG00000043058,rnasel3,protein_coding
ENSAMXG00000009017,,protein_coding
ENSAMXG00000040974,igfbp5a,protein_coding
ENSAMXG00000016869,plxnb3,protein_coding
ENSAMXG00000024967,,protein_coding
ENSAMXG00000005361,sbds,protein_coding
ENSAMXG00000033255,acadl,protein_coding
ENSAMXG00000034362,,protein_coding
ENSAMXG00000038609,paip2b,protein_coding
ENSAMXG00000030308,mks1,protein_coding
ENSAMXG00000037277,,protein_coding
ENSAMXG00000036513,igfbp3,protein_coding
ENSAMXG00000037879,,protein_coding
ENSAMXG00000036272,,protein_coding
ENSAMXG00000010850,,protein_coding
ENSAMXG00000037081,si:ch211-262i1.6,protein_coding
ENSAMXG00000043849,,protein_coding
ENSAMXG00000008071,FOXL3,protein_coding
ENSAMXG00000042305,si:ch211-81a5.1,protein_coding
ENSAMXG00000010339,psmb2,protein_coding
ENSAMXG00000010283,dok1a,protein_coding
ENSAMXG00000042164,slc25a1b,protein_coding
ENSAMXG00000019371,,protein_coding
ENSAMXG00000024284,,protein_coding
ENSAMXG00000006995,chpf2,protein_coding
ENSAMXG00000031977,fam20cb,protein_coding
ENSAMXG00000015890,smpd5,protein_coding
ENSAMXG00000038217,,protein_coding
ENSAMXG00000024903,tnfaip8l3,protein_coding
ENSAMXG00000005802,anapc5,protein_coding
ENSAMXG00000030152,si:ch211-89o9.6,protein_coding
ENSAMXG00000013421,,protein_coding
ENSAMXG00000033121,,protein_coding
ENSAMXG00000035286,si:ch1073-224n8.1,protein_coding
ENSAMXG00000000599,cops2,protein_coding
ENSAMXG00000009528,TNS3,protein_coding
ENSAMXG00000008683,csnk1e,protein_coding
ENSAMXG00000041766,igf1,protein_coding
ENSAMXG00000021592,RASA2,protein_coding
ENSAMXG00000005134,fam98a,protein_coding
ENSAMXG00000030870,cspg5b,protein_coding
ENSAMXG00000041623,tpi1b,protein_coding
ENSAMXG00000034112,pde7a,protein_coding
ENSAMXG00000042616,cyp19a1a,protein_coding
ENSAMXG00000029213,,protein_coding
ENSAMXG00000007008,abcf2b,protein_coding
ENSAMXG00000033177,,protein_coding
ENSAMXG00000032081,scamp3,protein_coding
ENSAMXG00000010325,CLSPN,protein_coding
ENSAMXG00000010274,tmem176,protein_coding
ENSAMXG00000007315,,protein_coding
ENSAMXG00000031215,bcar3,protein_coding
ENSAMXG00000020468,plcg1,protein_coding
ENSAMXG00000040527,dipk2aa,protein_coding
ENSAMXG00000012918,samd11,protein_coding
ENSAMXG00000020061,zgc:56235,protein_coding
ENSAMXG00000040779,tgfbr2a,protein_coding
ENSAMXG00000039489,pmch,protein_coding
ENSAMXG00000039228,slc46a2,protein_coding
ENSAMXG00000043770,RBMS3,protein_coding
ENSAMXG00000032195,crabp2b,protein_coding
ENSAMXG00000019706,,protein_coding
ENSAMXG00000041984,ube2e2,protein_coding
ENSAMXG00000005182,rasgrp3,protein_coding
ENSAMXG00000038699,vps37c,protein_coding
ENSAMXG00000038039,,protein_coding
ENSAMXG00000035418,si:ch211-191a24.4,protein_coding
ENSAMXG00000043664,gldn,protein_coding
ENSAMXG00000026117,chst2a,protein_coding
ENSAMXG00000032876,mrps21,protein_coding
ENSAMXG00000031706,U7,snRNA
ENSAMXG00000016795,smarcc1b,protein_coding
ENSAMXG00000034110,,protein_coding
ENSAMXG00000021016,shrprbck1r,protein_coding
ENSAMXG00000029673,fnbp1l,protein_coding
ENSAMXG00000034958,,protein_coding
ENSAMXG00000019095,pls1,protein_coding
ENSAMXG00000012938,,protein_coding
ENSAMXG00000020345,ppp1r21,protein_coding
ENSAMXG00000008665,tmem184ba,protein_coding
ENSAMXG00000016262,,protein_coding
ENSAMXG00000010318,ago4,protein_coding
ENSAMXG00000041832,tyr,protein_coding
ENSAMXG00000008432,zbtb49,protein_coding
ENSAMXG00000032018,mcm3l,protein_coding
ENSAMXG00000000619,cep152,protein_coding
ENSAMXG00000019250,ptprfb,protein_coding
ENSAMXG00000043294,gpx8,protein_coding
ENSAMXG00000003002,,protein_coding
ENSAMXG00000008037,trrap,protein_coding
ENSAMXG00000042628,,protein_coding
ENSAMXG00000021272,,protein_coding
ENSAMXG00000003924,grm5b,protein_coding
ENSAMXG00000035616,dmxl2,protein_coding
ENSAMXG00000010268,,protein_coding
ENSAMXG00000036158,U5,snRNA
ENSAMXG00000015494,,protein_coding
ENSAMXG00000007819,,protein_coding
ENSAMXG00000043489,,protein_coding
ENSAMXG00000031860,lpcat3,protein_coding
ENSAMXG00000035450,ciarta,protein_coding
ENSAMXG00000041079,,protein_coding
ENSAMXG00000015577,,protein_coding
ENSAMXG00000010267,,protein_coding
ENSAMXG00000002300,abl2,protein_coding
ENSAMXG00000034900,,protein_coding
ENSAMXG00000019101,pcolce2a,protein_coding
ENSAMXG00000038127,,protein_coding
ENSAMXG00000016856,ASTE1,protein_coding
ENSAMXG00000007424,gria1b,protein_coding
ENSAMXG00000004684,,protein_coding
ENSAMXG00000009499,ckap5,protein_coding
ENSAMXG00000029419,,protein_coding
ENSAMXG00000040070,,protein_coding
ENSAMXG00000025264,zgc:64201,protein_coding
ENSAMXG00000024933,,protein_coding
ENSAMXG00000029321,MAF1,protein_coding
ENSAMXG00000042774,,protein_coding
ENSAMXG00000042601,rprd2a,protein_coding
ENSAMXG00000041905,,protein_coding
ENSAMXG00000021254,GRIN3A,protein_coding
ENSAMXG00000035799,zgc:152830,protein_coding
ENSAMXG00000041578,,protein_coding
ENSAMXG00000032374,ctsc,protein_coding
ENSAMXG00000036893,,protein_coding
ENSAMXG00000008651,maff,protein_coding
ENSAMXG00000030530,,protein_coding
ENSAMXG00000032269,mtfr1,protein_coding
ENSAMXG00000036838,,protein_coding
ENSAMXG00000035515,si:ch211-137i24.10,protein_coding
ENSAMXG00000014018,,protein_coding
ENSAMXG00000029295,,protein_coding
ENSAMXG00000021605,ZBTB38,protein_coding
ENSAMXG00000015553,uqcrc1,protein_coding
ENSAMXG00000030273,tomm22,protein_coding
ENSAMXG00000009554,mep1b,protein_coding
ENSAMXG00000014029,,protein_coding
ENSAMXG00000026012,TLR5,protein_coding
ENSAMXG00000036233,,protein_coding
ENSAMXG00000024916,tor4aa,protein_coding
ENSAMXG00000035582,,protein_coding
ENSAMXG00000036330,RAB38,protein_coding
ENSAMXG00000025545,,protein_coding
ENSAMXG00000034260,,protein_coding
ENSAMXG00000040212,,protein_coding
ENSAMXG00000041358,kaznb,protein_coding
ENSAMXG00000008457,NSG1,protein_coding
ENSAMXG00000029683,,protein_coding
ENSAMXG00000039373,,protein_coding
ENSAMXG00000010264,CASP6,protein_coding
ENSAMXG00000019215,kdm4ab,protein_coding
ENSAMXG00000043328,efna2b,protein_coding
ENSAMXG00000008643,dmc1,protein_coding
ENSAMXG00000040890,,protein_coding
ENSAMXG00000012668,,protein_coding
ENSAMXG00000033022,wu:fc38h03,protein_coding
ENSAMXG00000024272,,protein_coding
ENSAMXG00000013031,porb,protein_coding
ENSAMXG00000018605,STON2,protein_coding
ENSAMXG00000021269,plppr1,protein_coding
ENSAMXG00000030728,mycbp,protein_coding
ENSAMXG00000013415,ARPC2,protein_coding
ENSAMXG00000025452,,protein_coding
ENSAMXG00000024776,rerea,protein_coding
ENSAMXG00000020388,rbms3,protein_coding
ENSAMXG00000029971,,protein_coding
ENSAMXG00000041761,brap,protein_coding
ENSAMXG00000036278,,protein_coding
ENSAMXG00000035567,,protein_coding
ENSAMXG00000010315,c19h1orf109,protein_coding
ENSAMXG00000009926,celf3a,protein_coding
ENSAMXG00000033834,,protein_coding
ENSAMXG00000033184,zdhhc23a,protein_coding
ENSAMXG00000041843,armc1,protein_coding
ENSAMXG00000018617,dio2,protein_coding
ENSAMXG00000032332,,protein_coding
ENSAMXG00000015360,cx52.9,protein_coding
ENSAMXG00000037574,,protein_coding
ENSAMXG00000042706,parpbp,protein_coding
ENSAMXG00000030178,,protein_coding
ENSAMXG00000034582,gpatch3,protein_coding
ENSAMXG00000000632,,protein_coding
ENSAMXG00000037921,,protein_coding
ENSAMXG00000008474,stx18,protein_coding
ENSAMXG00000008642,,protein_coding
ENSAMXG00000039776,tmem51b,protein_coding
ENSAMXG00000030477,wipf3,protein_coding
ENSAMXG00000015367,srsf10b,protein_coding
ENSAMXG00000014758,atp6v1aa,protein_coding
ENSAMXG00000010313,cdca8,protein_coding
ENSAMXG00000005969,cntn5,protein_coding
ENSAMXG00000031214,,protein_coding
ENSAMXG00000020512,zhx3,protein_coding
ENSAMXG00000033884,clstn3,protein_coding
ENSAMXG00000031713,,protein_coding
ENSAMXG00000019770,POLDIP2,protein_coding
ENSAMXG00000033066,,protein_coding
ENSAMXG00000030008,skib,protein_coding
ENSAMXG00000040447,fabp10b,protein_coding
ENSAMXG00000009905,cers2a,protein_coding
ENSAMXG00000008284,gfra4a,protein_coding
ENSAMXG00000014143,nup37,protein_coding
ENSAMXG00000016639,cox20,protein_coding
ENSAMXG00000019973,naa25,protein_coding
ENSAMXG00000042951,KCNA10,protein_coding
ENSAMXG00000005223,ltbp1,protein_coding
ENSAMXG00000034692,,protein_coding
ENSAMXG00000035964,,protein_coding
ENSAMXG00000032447,,protein_coding
ENSAMXG00000043051,,protein_coding
ENSAMXG00000015396,slc9a1b,protein_coding
ENSAMXG00000025393,kcna2b,protein_coding
ENSAMXG00000029514,sacm1lb,protein_coding
ENSAMXG00000008638,gspt1,protein_coding
ENSAMXG00000033496,cidec,protein_coding
ENSAMXG00000013414,,protein_coding
ENSAMXG00000026286,,protein_coding
ENSAMXG00000041658,,protein_coding
ENSAMXG00000042193,,protein_coding
ENSAMXG00000038753,MSX1,protein_coding
ENSAMXG00000038309,,protein_coding
ENSAMXG00000042384,,protein_coding
ENSAMXG00000042905,,protein_coding
ENSAMXG00000043680,,protein_coding
ENSAMXG00000005756,lrrc75ba,protein_coding
ENSAMXG00000013126,taf15,protein_coding
ENSAMXG00000039018,creb5a,protein_coding
ENSAMXG00000007416,eif4ebp3,protein_coding
ENSAMXG00000003939,c2cd3,protein_coding
ENSAMXG00000007058,prkdc,protein_coding
ENSAMXG00000003406,ngfa,protein_coding
ENSAMXG00000033643,,protein_coding
ENSAMXG00000029200,tspan2b,protein_coding
ENSAMXG00000016671,srrt,protein_coding
ENSAMXG00000020393,tgfbr2b,protein_coding
ENSAMXG00000005746,si:ch73-59p9.2,protein_coding
ENSAMXG00000029271,desi2,protein_coding
ENSAMXG00000033726,,protein_coding
ENSAMXG00000038271,ip6k2a,protein_coding
ENSAMXG00000033203,ctss1,protein_coding
ENSAMXG00000001393,si:ch211-226m16.3,protein_coding
ENSAMXG00000040510,abcd1,protein_coding
ENSAMXG00000033587,,protein_coding
ENSAMXG00000032142,,protein_coding
ENSAMXG00000037270,rab5if,protein_coding
ENSAMXG00000009471,ccdc135,protein_coding
ENSAMXG00000032721,tmem51a,protein_coding
ENSAMXG00000030165,,protein_coding
ENSAMXG00000008518,STK32B,protein_coding
ENSAMXG00000011678,slc25a55b,protein_coding
ENSAMXG00000019102,ephb3a,protein_coding
ENSAMXG00000015468,gpd1c,protein_coding
ENSAMXG00000020481,CCDC88A,protein_coding
ENSAMXG00000014162,th2,protein_coding
ENSAMXG00000030117,kazna,protein_coding
ENSAMXG00000020520,DHX35,protein_coding
ENSAMXG00000019947,ddx55,protein_coding
ENSAMXG00000041573,,protein_coding
ENSAMXG00000031171,mmp28,protein_coding
ENSAMXG00000035226,stt3b,protein_coding
ENSAMXG00000032424,si:ch211-226m16.2,protein_coding
ENSAMXG00000043930,jazf1a,protein_coding
ENSAMXG00000036569,sema6dl,protein_coding
ENSAMXG00000029697,nptx2b,protein_coding
ENSAMXG00000034640,asphd2,protein_coding
ENSAMXG00000000641,tjp1b,protein_coding
ENSAMXG00000016916,si:ch211-169p10.1,protein_coding
ENSAMXG00000029054,fam124b,protein_coding
ENSAMXG00000039695,,protein_coding
ENSAMXG00000040914,,protein_coding
ENSAMXG00000015480,slc30a2,protein_coding
ENSAMXG00000016652,,protein_coding
ENSAMXG00000035168,LRRC75A,protein_coding
ENSAMXG00000010891,sh3rf1,protein_coding
ENSAMXG00000034712,rhot1a,protein_coding
ENSAMXG00000001415,SLC26A9,protein_coding
ENSAMXG00000005135,si:dkey-260c8.8,protein_coding
ENSAMXG00000015511,golph3l,protein_coding
ENSAMXG00000043561,,protein_coding
ENSAMXG00000008012,tmem130,protein_coding
ENSAMXG00000041067,,protein_coding
ENSAMXG00000044087,elp6,protein_coding
ENSAMXG00000033093,palm2akap2,protein_coding
ENSAMXG00000013139,cul3b,protein_coding
ENSAMXG00000032022,,protein_coding
ENSAMXG00000002991,adss2,protein_coding
ENSAMXG00000041002,,protein_coding
ENSAMXG00000014191,pah,protein_coding
ENSAMXG00000011657,zgc:101663,protein_coding
ENSAMXG00000039285,,protein_coding
ENSAMXG00000012744,,protein_coding
ENSAMXG00000019105,si:ch211-38m6.6,protein_coding
ENSAMXG00000009581,palld,protein_coding
ENSAMXG00000034078,cabp1a,protein_coding
ENSAMXG00000015471,sec61a1l,protein_coding
ENSAMXG00000018891,si:ch73-60h1.1,protein_coding
ENSAMXG00000037609,lcat,protein_coding
ENSAMXG00000041582,,protein_coding
ENSAMXG00000031239,,protein_coding
ENSAMXG00000031539,TMED2,protein_coding
ENSAMXG00000032182,ap4b1,protein_coding
ENSAMXG00000041949,,protein_coding
ENSAMXG00000042989,,protein_coding
ENSAMXG00000037342,,protein_coding
ENSAMXG00000030772,CRK,protein_coding
ENSAMXG00000042858,ankhd1,protein_coding
ENSAMXG00000001908,,protein_coding
ENSAMXG00000008635,fam219aa,protein_coding
ENSAMXG00000026338,bhlhe22,protein_coding
ENSAMXG00000038101,,protein_coding
ENSAMXG00000041647,scap,protein_coding
ENSAMXG00000027231,MIR124-2,miRNA
ENSAMXG00000032464,si:ch211-243j20.2,protein_coding
ENSAMXG00000042366,si:dkey-159f12.2,protein_coding
ENSAMXG00000033050,tax1bp1a,protein_coding
ENSAMXG00000003954,camkk1b,protein_coding
ENSAMXG00000008624,rsl1d1,protein_coding
ENSAMXG00000007998,baiap2l1a,protein_coding
ENSAMXG00000039823,,protein_coding
ENSAMXG00000029170,pla2g15,protein_coding
ENSAMXG00000010263,CASP6,protein_coding
ENSAMXG00000006869,ywhae2,protein_coding
ENSAMXG00000021606,trip12,protein_coding
ENSAMXG00000019804,si:ch211-38m6.7,protein_coding
ENSAMXG00000024269,ddx18,protein_coding
ENSAMXG00000027110,,snoRNA
ENSAMXG00000025874,si:dkey-16i5.8,protein_coding
ENSAMXG00000014210,ascl1a,protein_coding
ENSAMXG00000005790,arhgap42b,protein_coding
ENSAMXG00000020618,PPP4R3C,protein_coding
ENSAMXG00000032089,,protein_coding
ENSAMXG00000008621,zgc:109965,protein_coding
ENSAMXG00000041877,mlec,protein_coding
ENSAMXG00000010924,nek1,protein_coding
ENSAMXG00000036711,cbr4,protein_coding
ENSAMXG00000018634,nrxn3a,protein_coding
ENSAMXG00000042003,,protein_coding
ENSAMXG00000019115,si:ch211-38m6.7,protein_coding
ENSAMXG00000031103,,protein_coding
ENSAMXG00000041412,,protein_coding
ENSAMXG00000038260,,protein_coding
ENSAMXG00000011448,uhrf1bp1,protein_coding
ENSAMXG00000043895,sncb,protein_coding
ENSAMXG00000034986,CRMP1,protein_coding
ENSAMXG00000011790,zgc:172079,protein_coding
ENSAMXG00000014249,recql,protein_coding
ENSAMXG00000006391,elavl1b,protein_coding
ENSAMXG00000007828,hibadha,protein_coding
ENSAMXG00000041190,unc119.1,protein_coding
ENSAMXG00000000036,prdm2a,protein_coding
ENSAMXG00000030199,,protein_coding
ENSAMXG00000008156,and1,protein_coding
ENSAMXG00000040146,usb1,protein_coding
ENSAMXG00000009602,trmt1l,protein_coding
ENSAMXG00000030366,ythdf3,protein_coding
ENSAMXG00000030249,slc24a5,protein_coding
ENSAMXG00000042397,,protein_coding
ENSAMXG00000027077,,snoRNA
ENSAMXG00000024268,ccdc93,protein_coding
ENSAMXG00000029438,slc48a1a,protein_coding
ENSAMXG00000030172,emc3,protein_coding
ENSAMXG00000026626,,snoRNA
ENSAMXG00000030542,,protein_coding
ENSAMXG00000037918,baxa,protein_coding
ENSAMXG00000033744,,protein_coding
ENSAMXG00000024907,znf319b,protein_coding
ENSAMXG00000041625,,protein_coding
ENSAMXG00000008184,col6a3,protein_coding
ENSAMXG00000035553,,protein_coding
ENSAMXG00000039176,,protein_coding
ENSAMXG00000035123,si:ch1073-13h15.3,protein_coding
ENSAMXG00000042321,PNPT1,protein_coding
ENSAMXG00000042970,kcnmb2,protein_coding
ENSAMXG00000030376,zgc:172079,protein_coding
ENSAMXG00000009412,ccdc113,protein_coding
ENSAMXG00000005183,BAX,protein_coding
ENSAMXG00000005661,hnf1a,protein_coding
ENSAMXG00000029641,,protein_coding
ENSAMXG00000016669,rapgef3,protein_coding
ENSAMXG00000033175,,protein_coding
ENSAMXG00000038244,myef2,protein_coding
ENSAMXG00000035504,,protein_coding
ENSAMXG00000030955,,protein_coding
ENSAMXG00000037997,,protein_coding
ENSAMXG00000043048,,protein_coding
ENSAMXG00000031784,her8a,protein_coding
ENSAMXG00000036427,zgc:110540,protein_coding
ENSAMXG00000007943,ptpn23a,protein_coding
ENSAMXG00000031857,tbl1xr1b,protein_coding
ENSAMXG00000009608,niban1a,protein_coding
ENSAMXG00000007987,tecpr1a,protein_coding
ENSAMXG00000006905,SIPA1,protein_coding
ENSAMXG00000009396,csnk2a2b,protein_coding
ENSAMXG00000015361,usp4,protein_coding
ENSAMXG00000030111,mlphb,protein_coding
ENSAMXG00000029080,myorg,protein_coding
ENSAMXG00000019098,pex5,protein_coding
ENSAMXG00000018904,slc1a8a,protein_coding
ENSAMXG00000031811,,protein_coding
ENSAMXG00000013166,,protein_coding
ENSAMXG00000033159,,protein_coding
ENSAMXG00000043521,ttc27,protein_coding
ENSAMXG00000034258,,protein_coding
ENSAMXG00000013896,pdha1b,protein_coding
ENSAMXG00000041965,PFDN2,protein_coding
ENSAMXG00000031807,evx1,protein_coding
ENSAMXG00000041581,,protein_coding
ENSAMXG00000016944,cxxc1a,protein_coding
ENSAMXG00000043103,CTXN2,protein_coding
ENSAMXG00000032054,ptpn11a,protein_coding
ENSAMXG00000005213,map3k14a,protein_coding
ENSAMXG00000021281,slc46a2,protein_coding
ENSAMXG00000011327,taf11,protein_coding
ENSAMXG00000029745,,misc_RNA
ENSAMXG00000020402,osbpl10b,protein_coding
ENSAMXG00000042862,adap2,protein_coding
ENSAMXG00000026009,si:ch73-6k14.2,protein_coding
ENSAMXG00000009277,qrfpr4,protein_coding
ENSAMXG00000040736,wu:fc23c09,protein_coding
ENSAMXG00000034203,,protein_coding
ENSAMXG00000025174,cd248b,protein_coding
ENSAMXG00000010258,,protein_coding
ENSAMXG00000039731,oscp1a,protein_coding
